Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-06-10,7.538748741149902,7.552891853051209,7.288670397228182,7.368117721161964,776356000
2010-06-11,7.629027843475342,7.639560440920881,7.44425296047905,7.470133240736243,545759200
2010-06-14,7.652200222015381,7.798755785587151,7.6440751662064015,7.7027578212856715,602960400
2010-06-15,7.815006256103516,7.819821341815822,7.688914011562577,7.693127211560845,585074000
2010-06-16,8.042516708374023,8.057563052267502,7.843296493675896,7.857440410513597,783678000
2010-06-17,8.18154525756836,8.212541964886373,8.110223017711197,8.143325922884719,872855200
2010-06-18,8.247754096984863,8.275742192825275,8.168006225061971,8.192984087848945,784621600
2010-06-21,8.130386352539062,8.396413383758123,8.087051388900488,8.3566897340549,776490400
2010-06-22,8.241132736206055,8.304931022755104,8.170413164867014,8.190274592345178,717262000
2010-06-23,8.154460906982422,8.265506800601548,8.062073468539884,8.263099257998118,768457200
2010-06-24,8.095176696777344,8.221569461580499,8.068091844103295,8.155362847518427,714277200
2010-06-25,8.02596378326416,8.133398398453275,7.999180264749842,8.127078998825414,549942400
2010-06-28,8.07411003112793,8.117746332804828,7.960356070080854,8.032881271711426,584948000
2010-06-29,7.709076881408691,7.956446287994089,7.652801771793137,7.94832042895607,1133344800
2010-06-30,7.569442272186279,7.7632446445065515,7.523700566527187,7.725326649298549,739452000
2010-07-01,7.477658748626709,7.6678506621464955,7.3193667856348315,7.652803515671066,1022896000
2010-07-02,7.431310653686523,7.5513839974457175,7.3187596732401605,7.53814171296413,693842800
2010-07-06,7.482170581817627,7.60766012179175,7.407838910555691,7.553492021289863,615235600
2010-07-07,7.7843122482299805,7.787322481222557,7.515878377433038,7.5381465478701175,654556000
2010-07-08,7.766859531402588,7.911610295118151,7.670560186640266,7.898970689706078,738144400
2010-07-09,7.812898635864258,7.821324230741509,7.678680556820095,7.730742456229965,433322400
2010-07-12,7.742781162261963,7.8800078833588,7.669654060893244,7.780097270944935,562878400
2010-07-13,7.577566146850586,7.715996620824965,7.415963479015983,7.71358988200504,1190924000
2010-07-14,7.605554580688477,7.69794203532957,7.4933056996723675,7.50474233262953,812047600
2010-07-15,7.56703519821167,7.733151642432821,7.442146721283153,7.470134006048144,824866000
2010-07-16,7.520390510559082,7.672964932690515,7.475551227373948,7.6190973632173655,1039858400
2010-07-19,7.390385150909424,7.519788169105098,7.210426143321925,7.519788169105098,1024478000
2010-07-20,7.58027458190918,7.610669404395927,7.222763357547882,7.309733822017418,1074950800
2010-07-21,7.650998115539551,7.979319228614656,7.6437762885742675,7.977513570976847,1185671200
2010-07-22,7.794846057891846,7.824337664022872,7.683198230070961,7.754520505334157,645318800
2010-07-23,7.82252836227417,7.835769846182849,7.71238570233612,7.736761668647922,533388800
2010-07-26,7.8026628494262695,7.827339343824637,7.755416057445289,7.824329917241275,420551600
2010-07-27,7.94711971282959,7.968786801370044,7.833365689923768,7.8505190360642025,584771600
2010-07-28,7.853226184844971,8.004597656192505,7.831860443590056,7.934780508166724,519985200
2010-07-29,7.767459392547607,7.904084258232615,7.706971877094382,7.845702941339318,643806800
2010-07-30,7.7415771484375,7.815306133178829,7.6708567884250165,7.700650530531496,448210000
2010-08-02,7.880008220672607,7.902277188265016,7.8128999732487605,7.837576483671238,428055600
2010-08-03,7.882415771484375,7.922439965696205,7.806881124078803,7.854729832496278,417653600
2010-08-04,7.914013862609863,7.953134823961607,7.833664134684315,7.909800662922762,420375200
2010-08-05,7.875494956970215,7.920033698440121,7.84088692848335,7.876397383793321,289097200
2010-08-06,7.827044486999512,7.869175686177275,7.753013342872203,7.817714856023261,444897600
2010-08-09,7.876999378204346,7.889037093250326,7.8113954383753255,7.868873518755418,303128000
2010-08-10,7.806581020355225,7.837879082152903,7.750606444187537,7.819822508038858,451920000
2010-08-11,7.529115200042725,7.69463051813702,7.51768017775084,7.6859035791285955,620054400
2010-08-12,7.577267169952393,7.616689479601819,7.406636182875256,7.423789524262525,534920400
2010-08-13,7.496316432952881,7.579976147923694,7.496015088261656,7.573054863055638,354869200
2010-08-16,7.45237922668457,7.523701484885634,7.421683052485681,7.450573569378753,318430000
2010-08-17,7.582686424255371,7.662735642690075,7.499326431540176,7.525809411440132,422640400
2010-08-18,7.615785121917725,7.66393516925424,7.5709458473749205,7.5944193871994665,339696000
2010-08-19,7.51978874206543,7.628125768453603,7.483676399936038,7.608865424072169,426706000
2010-08-20,7.512564182281494,7.641364487888976,7.493303842849742,7.505041013983761,384230000
2010-08-23,7.397006511688232,7.583587081323963,7.380455858492645,7.577267682570318,414041600
2010-08-24,7.220358371734619,7.312745035996018,7.181838481405396,7.302815124974881,602565600
2010-08-25,7.3094329833984375,7.342536695301409,7.138200929730641,7.163479324325417,596867600
2010-08-26,7.230888366699219,7.395500469151379,7.230888366699218,7.386472184768157,466505200
2010-08-27,7.271215915679932,7.301008860610665,7.088848538512824,7.275128575123431,548391200
2010-08-30,7.297697067260742,7.395501485894564,7.242926271391512,7.245333814224696,383289200
2010-08-31,7.3157525062561035,7.359689352575929,7.2329952431379665,7.278135057102477,420786800
2010-09-01,7.533329486846924,7.567334821224944,7.411450453366763,7.447261444723005,697037600
2010-09-02,7.588703632354736,7.588703632354736,7.48036659198293,7.561318228445505,415427600
2010-09-03,7.787318229675293,7.787618770658894,7.658818476718889,7.67657369873137,520788800
2010-09-07,7.7584309577941895,7.810191524375976,7.711484673557175,7.723221043719986,342557600
2010-09-08,7.912210464477539,7.956447868443045,7.797251875938148,7.8177159945464245,526551200
2010-09-09,7.916726112365723,8.020548632454197,7.912212369261388,7.976010676638876,438575200
2010-09-10,7.926955223083496,7.959757595333086,7.866466909356317,7.920334479698773,387542400
2010-09-13,8.036194801330566,8.073510915584318,7.997675719119413,7.99948057284842,388780000
2010-09-14,8.066892623901367,8.100296088999231,7.99045471484695,8.011219378485539,408150400
2010-09-15,8.131893157958984,8.136709048268232,8.06027035012104,8.07020186828089,429368800
2010-09-16,8.32298755645752,8.32599698568271,8.11022613354492,8.132495909811333,652103200
2010-09-17,8.286874771118164,8.364816967406007,8.236016630212518,8.356691107922718,634477200
2010-09-20,8.523408889770508,8.539960343598944,8.301317903130025,8.308239186415179,658677600
2010-09-21,8.539656639099121,8.64739173152323,8.510165053545784,8.542365525608666,668074400
2010-09-22,8.65943431854248,8.66635560381319,8.498734015842913,8.507762303317246,585289600
2010-09-23,8.694642066955566,8.810201717695936,8.606769160115679,8.616699872982753,786116800
2010-09-24,8.79695987701416,8.833373560840512,8.74369500040327,8.790339937760033,649488000
2010-09-27,8.762052536010742,8.86948633822167,8.757538794326294,8.846916826213592,482834800
2010-09-28,8.632650375366211,8.780409723610603,8.275740934249395,8.780409723610603,1035042400
2010-09-29,8.647998809814453,8.721427276835238,8.606770834191735,8.643785608836188,469644000
2010-09-30,8.539054870605469,8.72713965220879,8.463820797247065,8.697046183582502,673391600
2010-10-01,8.502044677734375,8.624224285600967,8.46683475884115,8.611284142184461,448142800
2010-10-04,8.385285377502441,8.513483091010349,8.359102931964777,8.474362104081674,435302000
2010-10-05,8.695245742797852,8.710592625453046,8.480978414056715,8.486396189889856,501967200
2010-10-06,8.702767372131348,8.78702977055111,8.58449963397662,8.714805087215824,670868800
2010-10-07,8.703670501708984,8.741588500199954,8.634154706866056,8.737375299969205,408399600
2010-10-08,8.849623680114746,8.862563821157838,8.727143553593914,8.778602773116765,658403200
2010-10-11,8.888442993164062,8.945019439562719,8.86557294608636,8.869786145553274,427753200
2010-10-12,8.984142303466797,9.013032817637619,8.802075491755215,8.889949198520005,558544000
2010-10-13,9.032293319702148,9.087063318151518,9.022061261509215,9.034098977030313,630092400
2010-10-14,9.097597122192383,9.102411405027297,9.040117429837421,9.078938662311916,435296400
2010-10-15,9.471657752990723,9.479482266644823,9.175837778777344,9.251974306524225,922194000
2010-10-18,9.569764137268066,9.599856815356324,9.458116347918887,9.583908049547265,1093010800
2010-10-19,9.313671112060547,9.44247149559217,9.02868493509242,9.13040125349789,1232784000
2010-10-20,9.344964027404785,9.45691235519384,9.234822160274758,9.298920977413546,721624400
2010-10-21,9.314571380615234,9.471659551259009,9.232716521710588,9.400036750613898,551460000
2010-10-22,9.25288200378418,9.330222340199677,9.217672880721496,9.301031273113631,372778000
2010-10-25,9.294105529785156,9.377163341165064,9.28206781643198,9.301629502423728,392462000
2010-10-26,9.270330429077148,9.321188552618935,9.19810496674069,9.234819985251026,392929600
2010-10-27,9.263712882995605,9.32600604987381,9.196603826476139,9.258295911183199,399002800
2010-10-28,9.185771942138672,9.268829777192273,9.055165929373196,9.267324660801293,551051200
2010-10-29,9.057570457458496,9.2050292377153,9.054259684358305,9.15537487348378,430511200
2010-11-01,9.15386962890625,9.196602708869694,9.09428455338236,9.094886439066151,423889200
2010-11-02,9.309755325317383,9.334733182949382,9.238735215300382,9.238735215300382,433930000
2010-11-03,9.413277626037598,9.41568516900103,9.284777832914545,9.370243197359114,508348400
2010-11-04,9.577888488769531,9.635367364013772,9.48038461886355,9.49302421774394,642488000
2010-11-05,9.543583869934082,9.617012335435646,9.532148842529871,9.569464961122238,361253200
2010-11-08,9.588421821594238,9.62302904437638,9.532447254415652,9.545688739972801,281758400
2010-11-09,9.511984825134277,9.669073794908215,9.464437457036704,9.661549821079054,383544000
2010-11-10,9.570664405822754,9.592933368307499,9.435844449018726,9.528833760537555,384227200
2010-11-11,9.529138565063477,9.581802361694216,9.456913080179225,9.479483393533222,361284000
2010-11-12,9.269729614257812,9.524622169054712,9.137318784555298,9.509575830864149,795846800
2010-11-15,9.239938735961914,9.345266331967787,9.216766536266896,9.282671820834354,403606000
2010-11-16,9.075926780700684,9.256788995783895,9.007613965945103,9.200213352800105,657650000
2010-11-17,9.043126106262207,9.148152348191374,8.960669372667756,9.064191302142229,479449600
2010-11-18,9.281769752502441,9.319085870270516,9.169220316955816,9.184567200198373,494491200
2010-11-19,9.230610847473145,9.280867107576151,9.18577155969752,9.267926964364786,384843200
2010-11-22,9.430127143859863,9.430127143859863,9.204726235685026,9.22910139432538,393075200
2010-11-23,9.290796279907227,9.381680227037105,9.225493683225036,9.34255765222572,519447600
2010-11-24,9.473464965820312,9.491521538756755,9.381680199277035,9.389202565955186,413725200
2010-11-26,9.479485511779785,9.56073849729348,9.417492874161933,9.441567505445791,237585600
2010-11-29,9.535757064819336,9.55411337165527,9.370543071025153,9.49452829983556,445785200
2010-11-30,9.36362361907959,9.460224275250143,9.355197218382452,9.435546958922808,501858000
2010-12-01,9.521614074707031,9.562240154387522,9.479482878972233,9.487607934191187,461750800
2010-12-02,9.5742769241333,9.599855858676378,9.476171171134919,9.555618469131707,462837200
2010-12-03,9.552909851074219,9.58932272519397,9.519806946025138,9.539969712218916,342092800
2010-12-06,9.634466171264648,9.700070109541494,9.582403456715472,9.589024199834114,448481600
2010-12-07,9.576086044311523,9.750026237170536,9.573377959721494,9.744309526852,391454000
2010-12-08,9.660346031188965,9.660647375862741,9.542981521989594,9.61881671721355,321935600
2010-12-09,9.622730255126953,9.705186201259435,9.600460479908461,9.694052519028993,294151200
2010-12-10,9.646804809570312,9.661550610172828,9.587820803574386,9.619419406914556,262511200
2010-12-13,9.680207252502441,9.782225681578524,9.660045285289758,9.761461025031066,439815600
2010-12-14,9.638677597045898,9.706388530379044,9.599856372644048,9.682012562235684,351008000
2010-12-15,9.640785217285156,9.720231721047272,9.605575304688777,9.62995047081042,417312000
2010-12-16,9.667567253112793,9.70849467536903,9.632960032227926,9.662752167719626,322030800
2010-12-17,9.648309707641602,9.683820166163951,9.636873877471166,9.679005079776399,386929200
2010-12-20,9.696457862854004,9.727755920817716,9.576685816912816,9.678100749879704,385610400
2010-12-21,9.756342887878418,9.76206039970093,9.691642190142716,9.720230552840913,256354000
2010-12-22,9.785235404968262,9.802088207831586,9.73678480211501,9.76116077589224,265921600
2010-12-23,9.738286972045898,9.784931903336679,9.725346832698218,9.78041816287118,223157200
2010-12-27,9.770790100097656,9.793661761020477,9.675694552281422,9.715719557103425,249816000
2010-12-28,9.794564247131348,9.830375244949481,9.78222599067996,9.807804930441854,175924000
2010-12-29,9.789145469665527,9.82405403418585,9.783427154131202,9.817131947337526,163139200
2010-12-30,9.740093231201172,9.795765646865302,9.721736120008456,9.794863220150653,157494400
2010-12-31,9.706993103027344,9.73467904826745,9.669375639567564,9.718729475193244,193508000
2011-01-03,9.917943954467773,9.93870860400702,9.77560163900782,9.799676257256518,445138400
2011-01-04,9.969706535339355,10.00611940996864,9.875212100176551,10.004313753108754,309080800
2011-01-05,10.051261901855469,10.061493960120544,9.915840815631574,9.917345931875232,255519600
2011-01-06,10.043136596679688,10.088878304017006,10.018158741207886,10.07292873430352,300428800
2011-01-07,10.115059852600098,10.121981136501677,9.98806437800704,10.05096022959101,311931200
2011-01-10,10.305553436279297,10.32902617816055,10.14665960796974,10.196614520638283,448560000
2011-01-11,10.281179428100586,10.3810892647159,10.215876018846636,10.378682524905212,444108000
2011-01-12,10.364835739135742,10.36513708377746,10.292009980468263,10.329627434783163,302590400
2011-01-13,10.402754783630371,10.43164530003475,10.347684245699002,10.387106557497123,296780400
2011-01-14,10.487015724182129,10.487015724182129,10.36543803223165,10.409073538270244,308840000
2011-01-18,10.251381874084473,10.375066557654074,9.810510697944302,9.91644015734312,1880998000
2011-01-19,10.196913719177246,10.490626686316126,10.13793053220479,10.483102713841697,1135612800
2011-01-20,10.011537551879883,10.18066341294856,9.934497790682462,10.124388306276447,764789200
2011-01-21,9.832179069519043,10.07774279199469,9.829470182275017,10.044338539889416,754401200
2011-01-24,10.155083656311035,10.155083656311035,9.83217883997925,9.836693384085345,574683200
2011-01-25,10.273954391479492,10.27515896657578,10.068415629369282,10.121380772245484,546868000
2011-01-26,10.347685813903809,10.400349620368539,10.27696623553576,10.320902295387734,506875600
2011-01-27,10.328421592712402,10.372960325294265,10.316986569444204,10.345574931200312,285026000
2011-01-28,10.114458084106445,10.364235856044022,10.03711857555162,10.357314571512338,592057200
2011-01-31,10.211360931396484,10.233028820816257,10.060291609204649,10.1054314383241,377246800
2011-02-01,10.383194923400879,10.401852578724338,10.261315867269705,10.27094603960997,426633200
2011-02-02,10.361828804016113,10.389815288145687,10.338656602667722,10.365741463482243,258955200
2011-02-03,10.335341453552246,10.359416875195096,10.188184054895087,10.346175393291528,393797600
2011-02-04,10.4274320602417,10.433450917803153,10.337452148662416,10.341364004284468,321840400
2011-02-07,10.589336395263672,10.630563561689028,10.461739022332708,10.46926219269124,485021600
2011-02-08,10.689242362976074,10.698872531855857,10.597457628389957,10.643500667968143,381040800
2011-02-09,10.77832317352295,10.803602374702473,10.67931578145335,10.688945149745493,482745200
2011-02-10,10.669382095336914,10.833693655248656,10.472569515531932,10.75514959080546,928550000
2011-02-11,10.738903045654297,10.767491418849303,10.639292944008988,10.675706637031208,367572800
2011-02-14,10.80902099609375,10.818048480692468,10.73469009900484,10.737097642520753,310416400
2011-02-15,10.830681800842285,10.83278880198933,10.75996226005446,10.809315266327115,284174800
2011-02-16,10.927888870239258,10.981153748998269,10.848742101204008,10.857769583673063,481157600
2011-02-17,10.7825345993042,10.841819129792858,10.728967580634272,10.750936808408307,530583200
2011-02-18,10.549612998962402,10.818649517069236,10.518314938037882,10.794875430275255,816057200
2011-02-22,10.189990997314453,10.394326744571426,10.163208292735533,10.296522340769922,872555600
2011-02-23,10.310667991638184,10.37145603372491,10.189991923422443,10.194807812381883,671854400
2011-02-24,10.318493843078613,10.386806675616638,10.182772212076266,10.352801333486164,499900800
2011-02-25,10.477388381958008,10.485513438344217,10.376273979819707,10.39011654942794,380018800
2011-02-28,10.629362106323242,10.684733998065807,10.566466239565647,10.57007755471224,403074000
2011-03-01,10.51199722290039,10.70489722881415,10.46294472878049,10.697374057064364,456136800
2011-03-02,10.596558570861816,10.66366763129,10.484610224309096,10.531556512498518,602590800
2011-03-03,10.820454597473145,10.827375881861794,10.710913800835634,10.749133144479963,500788400
2011-03-04,10.833694458007812,10.84242139835135,10.765983526121355,10.835800656041,453266800
2011-03-07,10.694064140319824,10.883954717772163,10.572185060864468,10.875828856512099,546123200
2011-03-08,10.706096649169922,10.75545046796503,10.600467728526445,10.680516911314184,356316800
2011-03-09,10.607091903686523,10.676006626254686,10.550817587209817,10.673899624044145,453306000
2011-03-10,10.432547569274902,10.525838253249786,10.379281885837699,10.50627656460361,507539200
2011-03-11,10.592641830444336,10.60257334397883,10.382288854079125,10.392218760442566,471080400
2011-03-14,10.639892578125,10.72776628860441,10.572182441639201,10.628456749115632,435957200
2011-03-15,10.395230293273926,10.467755503382643,10.234831387559476,10.295018343934101,721081200
2011-03-16,9.93118667602539,10.322102980833332,9.818335925510146,10.292009500934979,1162011200
2011-03-17,10.070525169372559,10.220090201110871,9.950752284648926,10.136429667217811,659422400
2011-03-18,9.9510498046875,10.177654556545681,9.930887034719296,10.145454072093253,753214000
2011-03-21,10.2107572555542,10.223997937625883,10.089178752547856,10.111147982817794,409402000
2011-03-22,10.267937660217285,10.310671557689385,10.205945021760654,10.30886590004972,325922800
2011-03-23,10.20744800567627,10.23844391663583,10.109944120677069,10.21015608977701,372996400
2011-03-24,10.381390571594238,10.412387290919549,10.197518865071507,10.287498790226742,404712000
2011-03-25,10.579106330871582,10.594754560309822,10.44308253149602,10.474681138694216,448910000
2011-03-28,10.546002388000488,10.662766640197951,10.546002388000488,10.627556718418205,309355200
2011-03-29,10.56164836883545,10.56164836883545,10.41419039047993,10.462339639238001,352900800
2011-03-30,10.491530418395996,10.55924216116251,10.455719422874326,10.552018728823755,329406000
2011-03-31,10.48791790008545,10.526738316823486,10.41418892130893,10.423216401936456,274019200
2011-04-01,10.369050979614258,10.580609424276851,10.331132976781218,10.566164968274563,418661600
2011-04-04,10.267632484436035,10.370251971671493,10.183671451055021,10.361525032145275,460084800
2011-04-05,10.1984224319458,10.299536854778525,10.111451926304493,10.141244877265903,482731200
2011-04-06,10.17284107208252,10.349189599107113,10.145757013815395,10.268539310124696,402539200
2011-04-07,10.174044609069824,10.24476337302986,10.112351720715433,10.174645691241567,373447200
2011-04-08,10.083159446716309,10.236335725184274,10.049755999244132,10.229414442152185,377535200
